Date,c4030,c1152_2,c1150_6,c3220,x6020_4,c8011_5,x8110,p1410_1,e2010,c3251_7,c1150_5,c8010_3,c1152_10,c2110,x1040_5,c3250_1,h2020_5,c3250_5,c1010,c3250_3,c1110,c2150_8,c1220,c6010,c2150_6,c2151_9,c2150_3,h2020_6,c1150_3,emp_status,c1152_7,c3251_9,c1020,c3250_6,c1150_1,p1410_3,h2020_7,x1040_3,c4031,x1040_2,c8011_1,x1040_7,x8020,c3251_4,c8010_1,c1152_3,c2151_8,c2151_10,c4020,c3250_8,c3251_2,h2020_1,c2150_4,c2151_7,c1120,h2020_2,x6020_8,c1152_5,c3251_5,p1410_2,c3210,x6020_1,c2151_4,c1150_2,c1210,h2020_4,c3110,c1152_4,x6020_6,c2151_3,c3251_6,x1040_4,c1152_8,c1150_8,x1040_6,c8011_3,c2150_7,c3251_1,x6020_9,c1152_1,c4010,c2151_5,x1040_8,c2151_6,p1410_5,c3010,wgt,c1152_6,c2150_5,e2020,c3251_10,h2020_3,c1150_4,c1150_7,c3251_8,c3250_7,x6020_7,c3250_4,c2151_2,x1040_9,c3250_2,c8011_2,c6020,c2150_2,x6020_5,x1040_1,p1410_4,c3251_3,c2151_1,c8010_4,c8011_4,c2150_1,x6020_2,c2120,c1152_9,x6020_3,c8010_2,q5010_q,q4010_11_q,q4010_5_q,q5022_q,q4010_4_q,q5021_q,q4010_1_q,q2111_q,q5020_q,q5011_q,q5012_q,q4010_2_q,emp_status_q_q,q2101_q,q4010_9_q,q5013_q,q4010_6_q,q4010_3_q,q4010_10_q,q2121_q,q4010_7_q,q4010_8_q,c9050_nr,flc6110_4_nr,c9020_4_nr,flc2200_1_nr,flc2000_nr,flc6110_3_nr,c9010_4_nr,c9030_4_nr,flc6110_1_nr,flc2100_nr,c9010_3_nr,c9010_1_nr,c9040_11_nr,flc2200_2_nr
2020-07-01,15.903702904026773,,4.3712620101479,-1.2417359386807731,,,,,,,6.661340818309403,-23.693187952067365,,3.4914174673431932,,9.580049659937385,,12.380546259311238,2.907697290294721,12.604123933930692,2.6954550361653893,7.7612004750080965,4.562517542912663,3.4568714239447265,7.460326028284573,,16.457950987800928,,21.364352801468208,,,,4.510612112706467,8.06725682824139,19.29439706358631,,,,18.047263305624526,,,,,,-31.048580373529095,,,,-6.998618158264061,11.710137104609737,,,18.657886213969558,,4.816700852855446,,,,,,3.622260606714887,,,18.250890640181368,2.925618050307676,,2.6795854474792185,,,,,,,2.5828565259635106,,,6.475008096728922,,,,1.9731188599805678,,,,,2.69599481809349,24960.22271442913,,10.718341789916874,,,,17.23620857173702,2.9225952715103096,,7.027420921947533,,20.516895174349564,,,8.088740148979813,,-133.1251862247652,13.109359818633273,,,,,,-32.62215265032927,,11.463996545395661,,0.7443916657670301,,,-30.717154269675053,-465.4930618744313,0.049590536851683346,0.030254777070063694,,0.011487716105550501,,0.025477707006369428,,,,,0.029117379435850774,,,0.7693357597816196,,0.009212920837124659,0.04651956323930846,0.037420382165605094,,0.013307552320291174,0.01569608735213831,,,1.2910504156320846,,,,-6.771564288027637,1.0487962863003346,,,-4.647198531793156,-2.3895066393177156,,
2020-08-01,15.425315523769457,,3.558687421119058,-0.5830879259570888,,,,,,,5.831194783340345,-20.687736642827094,,3.569415229280606,,10.570887673538072,,11.933845183003786,2.878944047118216,12.226440891880522,2.8391880521665964,7.8941943626419855,4.276030710980227,3.4827513672696675,6.810475389145982,,15.408287757677746,,21.31415649978965,,,,5.097339082877577,7.621371476651241,20.019457299116535,,,,17.038251998317207,,,,,,-28.66806899453092,,,,-5.80699411022297,10.738851493479176,,,17.82593605384939,,4.957372738746319,,,,,,3.704669751787968,,,19.160286074884308,3.1087505258729493,,2.789861169541439,,,,,,,2.331194783340345,,,6.40544804375263,,,,1.9882204459402608,,,,,2.6789019772822886,24317.053323965185,,10.354753891459824,,,,16.36790071518721,2.539966344131258,,6.57940681531342,,20.120845603702147,,,8.25830879259571,,-128.41876314682375,12.682898611695414,,,,,,-27.58897770298696,,12.262726125368111,,0.8839503575936054,,,-24.974652923853597,,,,,,,,,,,,,,,,,,,,,,,,,1.2081405132519982,,,,-7.139882204459402,0.8684265881363062,,,-3.2791333613798908,-1.3538073201514513,,
2020-09-01,15.301435927906516,,3.4553376906318083,0.2902455931867697,,,,,,,6.088730441671618,-21.83372945137651,,3.596949891067538,,10.827490592196474,,12.390572390572391,2.889879183996831,13.08338284808873,2.9938601703307586,5.943949296890473,4.086650821944939,3.526044761338879,6.120221826104179,,16.390869479104772,,22.53050108932462,,,,5.079708853238265,6.818875024757378,18.072687660922956,,,,16.34419687066746,,,,,,-27.04367201426025,,,,-3.738770053475936,9.061200237670826,,,19.485541691424043,,4.443652208358091,,,,,,3.7626262626262625,,,17.954842543077838,3.185086155674391,,2.853238265002971,,,,,,,2.1131907308377897,,,5.177460883343236,,,,1.9707862943157062,,,,,2.700237670825906,22896.270846159437,,10.038522479698951,,,,17.636561695385225,2.323925529807883,,5.444939591998415,,21.371558724499902,,,8.62537136066548,,-124.78410576351752,13.287086551792434,,,,,,-25.04862348979996,,12.449593979005744,,1.5961477520301048,,,-25.59813824519707,,,,,,,,,,,,,,,,,,,,,,,,,1.0858585858585859,,,,-6.336007130124777,0.7626262626262627,,,-3.5897207367795603,-1.5075262428203604,0.7063775004951476,
2020-10-01,14.723749999999999,,3.3552480916030536,0.5699713740458016,,,,,,,6.003339694656488,-19.20973282442748,,3.596087786259542,,11.137977099236641,,11.154770992366412,2.997614503816794,11.766125954198474,3.0873091603053435,5.7778625954198475,3.8585973282442745,3.5494274809160307,5.7026717557251905,,16.599713740458014,,22.544656488549617,,,,4.4721374045801525,6.750190839694657,16.74608778625954,,,,15.836164122137404,,,,,,-23.174809160305344,,,,-3.443196564885496,9.309064885496182,,,19.40706106870229,,4.101106870229008,,,,,,3.7978053435114503,,,16.97290076335878,3.234351145038168,,2.877290076335878,,,,,,,2.086450381679389,,,5.034446564885497,,,,1.988645038167939,,,,,2.7282442748091604,22061.693034725668,,9.555152671755724,,,,18.851908396946566,2.041412213740458,,5.879675572519084,,21.954484732824426,,,8.3537213740458,,-126.51405534351146,13.533301526717556,,,,,,-24.76125954198473,,12.228912213740458,,1.7777958015267175,,,-23.670419847328244,-500.5302446542092,0.06048930841841649,0.026199190907339628,,0.015989212097861683,,0.02571758813330765,,,,,0.029570410325563474,,,0.7605471007513003,,0.010017337699865151,0.038528221922558274,0.041225197457137354,,0.011462146021961087,0.013099595453669814,4.911641221374046,,0.9523854961832061,,,,-5.992652671755725,0.6897900763358779,,,-5.064026717557252,-3.4829198473282443,,
2020-11-01,15.09355478951217,,3.4462550924475086,0.6175806957066751,,,,,,,6.6002298130157735,-26.805703541209652,,3.5450746892301264,,10.215815313903688,,12.395591768515617,2.9598871827013475,12.595946934085449,3.0465893659249974,5.996657265225112,4.147331035203176,3.509349211323514,5.747310143110832,,16.99226992583307,,23.164002924892927,,,,4.424182596887078,7.507782304397786,15.729969706466102,,,,16.4264493889063,,,,,,-30.406455656534003,,,,-3.6927086597722765,9.561057139872558,,,21.430586023190223,,4.033772067272538,,,,,,3.7826177791705837,,,17.080643476444166,3.1308889585291966,,2.8420557818865557,,,,,,,2.4927399979107907,,,5.14509558132247,,,,1.9827640238169852,,,,,2.7196281207562936,24151.9422338454,,10.101117726940354,,,,21.260002089209234,2.2418259688707822,,6.174971273373028,,24.104982764023816,,,7.92844458372506,,-130.38746474459415,14.068421602423482,,,,,,-28.16327170166092,,12.033427347748876,,1.9954977541000734,,,-31.30888958529197,,,,,,,,,,,,,,,,,,,,,,,4.842787005118563,,0.8949127755144678,,,,-8.239632299174762,0.7040635119607229,,,-8.030815836205996,-4.157630836728298,,
2020-12-01,14.419791666666669,,3.535932721712538,0.8525707186544342,,,,,,,7.267775229357798,-20.584097859327215,,3.5710053516819573,,10.762136850152904,,12.61128631498471,3.0807530581039755,12.301987767584098,3.1663799694189603,5.510607798165138,3.774187691131498,3.55848623853211,5.4067278287461775,,17.2068998470948,,22.741781345565748,,,,3.9976490825688074,6.4379778287461775,14.974627293577981,,,,15.47071865443425,,,,,,-24.270737767584098,,,,-2.434461009174312,8.87098623853211,,,23.3318998470948,,3.6552656727828743,,,,,,3.819954128440367,,,15.743931574923547,3.2507645259938838,,2.90118501529052,,,,,,,2.6287270642201834,,,4.788799694189603,,,,1.9719992354740061,,,,,2.760703363914373,22095.426510424313,,10.342029816513762,,,,23.877006880733944,2.549120795107034,,5.633696483180428,,26.534164755351682,,,8.452408256880734,,-141.3106364678899,13.584623470948012,,,,,,-24.668577981651374,,12.3846999235474,,1.9322056574923545,,,-23.439029051987767,,,,,,,,,,,,,,,,,,,,,,,4.860474006116208,,0.8508218654434251,,,,-6.913130733944954,0.6659021406727829,,,-5.506976299694189,-2.765672782874618,,
2021-01-01,14.344799054373523,,3.538916166575741,0.6312238588834334,,,,,,,7.259865430078196,-18.646663029641754,,3.5914711765775595,,10.12224358974359,,12.512229496272049,3.1523913438807054,12.526171122022184,3.1578468812511367,5.2247226768503365,3.527459538097836,3.580469176213857,5.520185488270594,,16.69135297326787,,21.944262593198765,,,,3.779505364611748,6.582924168030551,14.657446808510638,,,,15.555628296053827,,,,,,-21.634933624295325,,,,-2.776723040552828,8.58110565557374,,,23.345971994908165,,3.6563738861611204,,,,,,3.826241134751773,,,16.374740861974903,3.282778687034006,,2.884160756501182,,,,,,,2.510092744135297,,,4.604109838152391,,,,2.0010001818512455,,,,,2.7497726859428986,21022.598927480725,,10.218039643571558,,,,24.220494635388253,2.46299327150391,,5.5958810692853245,,26.653436988543373,,,8.841583469721767,,-144.70380069103473,14.630841971267504,,,,,,-20.249227132205856,,11.927259501727587,,1.9336788507001272,,,-20.800781960356428,,,,,,,,4.270437596735613,2.5093293922039535,11.251052920710492,,,1.7483061710309467,3.245673279864922,,,,,,2.3205290558604195,,,4.884160756501182,,0.8196944899072559,,,,-4.381160210947445,0.6924895435533733,,,-3.720949263502455,-1.2149481723949809,,
2021-02-01,14.335577947873269,,3.2402680652680655,0.33012305009204534,,,,,,,7.670600233100233,-17.64296095339599,,3.5660304234085842,,10.142476504214708,,12.638019571746923,3.1912992814138668,12.348609630849724,3.146076146076146,5.839986435422924,3.5089337735482617,3.591512450343959,5.730743145044085,,17.00755740722798,,22.831973581973582,,,,3.4830840939988352,6.772599554306753,14.837364024864025,,,,15.757213448309274,,,,,,-20.804573200271292,,,,-3.1151729483577175,9.25976165100281,,,24.60236411200465,,3.6542249417249417,,,,,,3.809805251429125,,,16.34663947163947,3.2542241211885803,,2.8755934502470692,,,,,,,2.546561771561772,,,4.7089913768045735,,,,1.982462939637632,,,,,2.7512837903303944,22401.56409257223,,11.043987985660305,,,,24.234120046620045,2.4961441336441337,,5.849869198721054,,27.36488712334076,,,8.632690630752833,,-147.41494041275072,13.802926073054936,,,,,,-21.595194264121695,,11.27293866873365,,1.741837031295417,,,-20.14262183896909,,,,,,,,,,,,,,,,,,,,,,,,,0.8832477473113071,,,,-4.692374769886639,0.7414010270322643,,,-6.443949229725802,-3.01976552659626,0.7271582211026063,
2021-03-01,14.318085922516302,,3.3186133486766396,0.9454641350210969,,,,,,,7.6440544687380125,-19.574606827771383,,3.586977368622938,,10.227963176064442,,12.535337552742616,3.210107403145378,13.02023398542386,3.1705024932873034,4.961171845032604,3.4543248945147678,3.557729190640583,5.384014192558497,,17.404219409282703,,22.166858457997698,,,,3.343699654775604,6.3085634829305715,14.30686612965094,,,,15.224865746068277,,,,,,-21.959148446490218,,,,-1.7350210970464135,8.584925201380898,,,23.93536632144227,,3.4254219409282705,,,,,,3.8237437667817415,,,15.203298810893747,3.242520138089758,,2.9017069428461832,,,,,,,2.6183160721135406,,,4.328586497890296,,,,1.952915228231684,,,,,2.755753739930955,22313.669351765246,,10.555283851169927,,,,25.606731875719216,2.5322688914461065,,5.268268124280783,,26.91963943229766,,,9.061037591100883,,-146.5292385884158,14.197449175297276,,,,,,-21.8120444955888,,11.848120444955887,,2.0581127733026467,,,-21.269083237437666,,,,,,,,,,,,,,,,,,,,,,,4.823647871116226,,0.8519370924434215,,,,-4.955600306866129,0.6546797084771768,,,-6.568085922516302,-4.037111622554661,,
2021-04-01,14.22555651922521,,3.2969548038932253,0.48199865086248433,,,,,,,7.676158812758986,-18.069866049918087,,3.5641322154765347,,9.386816999132698,,12.609328322251132,3.1941794352895827,13.193504866531752,3.171533198419582,4.903681218078443,3.4536282162474707,3.581285535318493,5.224149561530307,,17.6334200636022,,22.49975908258649,,,,3.310667823070252,6.19658860942469,13.873662908355016,,,,15.405039992290643,,,,,,-19.71880119495037,,,,-2.0770261154476244,8.841958176737014,,,23.695094921460925,,3.3635829237737305,,,,,,3.835501590054929,,,15.276862291606438,3.201310590729498,,2.9100896212778258,,,,,,,2.2706466223378627,,,4.508624843403681,,,,1.9602004432880409,,,,,2.784330731425267,22423.33468252915,,10.855353184928207,,,,25.878384889659824,2.4964344222800423,,5.300568565095885,,27.76043172400501,,,8.352606726414185,,-144.47703575214416,14.32668401272044,,,,,,-22.23436445986316,,11.700539655006263,,2.0963476920111783,,,-19.122289679098007,,,,,,,,4.228230022404779,2.5066719383216367,2.8411468423091826,,,1.7654010073614879,-1.777445855115758,,,,,,2.6165795369678864,,,4.742700202370627,,0.893032668401272,,,,-5.752144164980245,0.657126337091645,,,-5.019080659150044,-2.751180495326202,,
